name,composition,uses,side_effects,category,manufacturer,requires_prescription,is_otc,symptom_keywords,recommendation_note,price,stock,image_url,source_url
Anacetine,-,Anacetine adalah obat untuk mengatasi batuk dan pilek yang mengganggu. Apa saja kandungan Anacetine? Cari tahu informasinya di sini.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,15000,132,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/ow1l0PkgyDMXhoFQL4PUn/original/006694100_1646376367-Penyebab_Batuk_Tak_Kunjung_Sembuh_yang_Mesti_Diwaspadai.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anacetine
Anacetine Plus,-,Anacetine Plus digunakan untuk mengatasi gejala flu yang disertai alergi dan batuk berdahak.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,23000,117,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anacetine-plus
Anacof,-,Anacof berfungsi untuk mengurangi rasa sakit dan menurunkan panas.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,39000,118,,https://www.klikdokter.com/obat/obat-antinyeri/anacof
Anadex,-,"Anadex digunakan untuk meringankan gejala flu, hidung tersumbat, batuk tidak berdahak disertai demam dan sakit kepala.",Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,16000,184,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anadex
Anadium,-,"Anadium Kaplet digunakan untuk meringankan gejala wasir, ambeien, nyeri pada dubur.",Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,34500,94,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/anadium
Anakonidin,-,Anakonidin merupakan obat yang digunakan untuk mengatasi batuk dan pilek pada anak. Apa saja kandungannya? Simak infonya di sini.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,12500,131,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/R7R4hHrKWK0N_9iKJ5kP8/original/044520400_1602155169-Bolehkah-Bayi-Konsumsi-Obat-Batuk-Berdahak-shutterstock_202768582.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anakonidin
Anakonidin OBH,-,"Anakonidin OBH digunakan untuk mengobati gejala flu, hidung tersumbat , batuk disertai dahak, peradangan pada saluran nafas.",Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,15500,133,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anakonidin-obh
Analpim,-,Analpim digunakan untuk mengobati nyeri ringan sampai sedang dan dapat menurunkan demam.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,37000,100,,https://www.klikdokter.com/obat/obat-antinyeri/analpim
Analspec,-,Analspec digunakan untuk meredakan nyeri ringan hingga sedang.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,8500,149,,https://www.klikdokter.com/obat/obat-antinyeri/analspec
Analtram,-,"Nyeri akibat sakit kepala, sakit gigi, nyeri haid, dan nyeri lainnya, bisa diatasi dengan Analtram. Apa kandungan yang terdapat di dalamnya?",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,31500,147,,https://www.klikdokter.com/obat/obat-antinyeri/analtram
Anaprin,-,"Anaprin digunakan untuk meredakan peradangan tubuh, nyeri sakit kepala, nyeri sendi, nyeri otot dan juga untuk meredakan demam.",Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,44000,81,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anaprin
Anastan Forte,-,Anastan Forte merupakan obat yang memiliki kandungan Asam Mefenamat yang berfungsi sebagai antinyeri pada tingkat ringan hingga sedang.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,39000,121,,https://www.klikdokter.com/obat/obat-antinyeri/anastan-forte
Anaton,-,Cukup banyak obat batuk dan flu tersedia di pasaran. Anaton adalah salah satunya. Apa saja sih kandungan dan manfaat obat Anaton?,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,55000,122,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/FNJv4YDQCmYcy7O1Ig5Vg/original/OBT0005300.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anaton
Ancholes,-,Ancholes secara tradisional dapat membantu mengurangi lemak dalam darah.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,95000,116,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/ancholes
Andantol Gel,-,"Andantol Gel merupakan obat yang digunakan untuk meredakan gejala alergi seperti gatal, urtikaria (biduran) dan alergi karena gigitan serangga.",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,58000,152,,https://www.klikdokter.com/obat/obat-kulit/andantol-gel
Andonex,-,"Andonex merupakan obat batuk untuk batuk dahak kental, batuk alergi atau batuk karena rangsangan pada selaput pernapasan.",Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,12000,158,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/andonex
Anelat,-,Anelat adalah suplemen kesehatan yang mengandung asam folat untuk membantu ibu hamil memenuhi kebutuhan folat harian sekaligus mencegah kelahiran bayi dengan kondisi Neural Tube Defect (NTD).,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,96500,126,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/1x3DR5s7DF-ACoI_riHeu/original/jorvb6l17m43caio789zso99dm4eqdhf.png,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/anelat
Anemolat,-,Anemolat merupakan suplemen yang mengandung Asam folat.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,40000,148,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/anemolat
Anflat,-,Anflat digunakan untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung.,Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,17000,152,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/anflat
Anfuhex,-,Anfuhex digunakan untuk mengobati infeksi jamur di kulit tubuh.,Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,21500,127,,https://www.klikdokter.com/obat/obat-kulit/anfuhex
Anhissen,-,Anhisen merupakan obat yang digunakan untuk membantu mengatasi gejala yang terjadi akibat alergi.,Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,37000,107,,https://www.klikdokter.com/obat/obat-alergi/anhissen
Anitid,-,Anitid digunakan untuk untuk pengobatan gangguan pada lambung (maag).,Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,55000,174,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/anitid
Anoxi,-,Anoxi Kaplet digunakan sebagai antioksidan untuk memelihara kesehatan tubuh.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,82000,152,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/anoxi
Antalgin,-,"Antalgin adalah merek dagang Metampiron dan merupakan salah satu obat penghilang rasa sakit (analgetik), dikenal juga dengan sebutan metampiron atau dipiron.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,39000,151,,https://www.klikdokter.com/obat/obat-antinyeri/antalgin
Antasida Doen,-,"Nyeri lambung karena mag, apalagi disertai kembung dan mual, bisa diatasi dengan Antasida Doen. Apa kandungan dan manfaat obat ini?",Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,34000,111,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/cKWBmh8FTNoCA-tPxgcJN/original/012046100_1641358289-Sakit_Mag_Sampai_Demam.jpg,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/antasida-doen
Anthramed Krim,-,Anthramed digunakan untuk mengatasi masalah psoriasis.,Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,70500,109,,https://www.klikdokter.com/obat/obat-kulit/anthramed-krim
Anti Tetanus Serum,-,"Anti Tetanus Serum digunakan untuk pencegahan tetanus pada luka yang terkontaminasi dengan tanah, debu dan lainnya.",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,53500,180,,https://www.klikdokter.com/obat/obat-kulit/anti-tetanus-serum
Antidia,-,Antidia merupakan obat yang digunakan untuk mengatasi diare akut.,Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,30500,156,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/antidia
Antimo,-,Mabuk perjalanan membuat kamu tidak nyaman? Cobalah konsumsi Antimo. Apa saja kandungan obat Antimo? Ini dia penjelasan detailnya.,Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,31000,179,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/ywnwIikE6ZmwPgQ7sLoEG/original/OBT0005356.jpg,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/antimo
Antimo Anak,-,"Antimo Anak di gunakan untuk membantu mencegah dan mengatasi mual atau muntah, dan membantu mencegah mabuk perjalanan.",Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,12000,84,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/antimo-anak
Antimo Herbal,-,"Antimo Herbal digunakan untuk meredakan gejala masuk angin, perut kembung, meriang, sakit kepala dan mual.",Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,25500,166,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/antimo-herbal
Antoksid,-,Antoksid membantu melindungi tubuh dari kerusakan yang disebabkan oleh radikal bebas.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,86000,158,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/antoksid
Antox,-,"Antox Kapsul merupakan suplemen makanan yang mengandung antioksidan antara lain likopen, ekstrak teh hijau, ekstrak biji anggur, vitamin C, serta kandungan lainnya.",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,47500,180,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/antox
Antrain,-,"Antrain adalah obat antinyeri dengan kandungan Metamizole Sodium untuk meringankan nyeri hebat. Obat ini tersedia dalam bentuk tablet dan injeksi, serta dapat digunakan untuk anak dan dewasa.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,16000,109,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/QAlGdw3s4GONoqV9C-hsd/original/mgakl84r1e3gisv7osnvhtjp97ia78a5.png,https://www.klikdokter.com/obat/obat-antinyeri/antrain
Anuva,-,"Anuva digunakan untuk membantu mengurangi nyeri, gangguan inflamasi (radang), dismenore, nyeri ringan sampai sedang.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,28500,97,,https://www.klikdokter.com/obat/obat-antinyeri/anuva
Anvomer B6,-,"Anvomer B6 merupakan obat yang mengandung Pyrathiazine theoclate dan digunakan untuk mencegah muntah-muntah setelah operasi, pada masa kehamilan dan dalam perjalanan.",Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,15500,150,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/anvomer-b6
Apecur,-,"Apecur merupakan suplemen makanan yang digunakan untuk meningkatkan nafsu makan dan stamina, serta mencegah defisiensi kalsium.",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,87500,152,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/apecur
Apialys,-,"Apialys adalah suplemen untuk membantu memenuhi kebutuhan vitamin anak, sekaligus menjaga daya tahan tubuh dan meningkatkan nafsu makan. Suplemen ini tersedia dalam bentuk sirup dan drop.",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,25000,186,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/nkOPSjm3XgVUwS9gNai2R/original/079azuc3et8sz0g0qtzzve33fj8npdqb.png,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/apialys
Apolar,-,Apolar digunakan untuk mengatasi peradangan pada kulit yang responsif terhadap kortikosteroid.,Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,53500,80,,https://www.klikdokter.com/obat/obat-kulit/apolar
Apolar N,-,"Apolar N digunakan untuk mengobati infeksi kulit, antara lain: dermatitis (radang kulit), eczema, psoriasis (kulit kemerahan dan bersisik)",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,19500,89,,https://www.klikdokter.com/obat/obat-kulit/apolar-n
Araclof,-,Araclof digunakan untuk membantu meringankan nyeri sedang sampai berat.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,34500,80,,https://www.klikdokter.com/obat/obat-antinyeri/araclof
Arava,-,Arava memiliki kegunaan untuk mengobati Arthritis rheumatoid dan psoriasis,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,6000,130,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/arava
Arcapec,-,Arcapec adalah obat dengan kandungan attapulgit dan pektin yang digunakan untuk mengatasi diare yang belum diketahui penyebabnya. Obat ini tersedia dalam bentuk sediaan tablet dan suspensi kering.,Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,58000,98,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/W3xDkboDDgDvB57j9WZMe/original/1660754290-Arcapec_Tablet_1.JPG,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/arcapec
Ardium,-,"Obat Ardium dapat digunakan untuk mengatasi masalah pembengkakan pembuluh darah, seperti varises dan ambeien. Cari tahu manfaat lainnya",Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,46000,80,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/ardium
Argesid,-,"Argesid adalah obat yang diindikasikan untuk meredakan nyeri ringan hingga sedang, serta demam.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,11500,177,,https://www.klikdokter.com/obat/obat-antinyeri/argesid
Arimed,-,Arimed adalah sediaan obat yang digunakan untuk mengurangi rasa nyeri atau sakit.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,42000,84,,https://www.klikdokter.com/obat/obat-antinyeri/arimed
Armacort,-,Armacort digunakan untuk mengobati penyakit kulit yang peka terhadap antibiotik dan disertai radang.,Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,17000,177,,https://www.klikdokter.com/obat/obat-kulit/armacort
Arsinal,-,"Arsinal diindikasikan untuk mengobati nyeri, demam, anti radang dan nyeri urat saraf.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,27000,169,,https://www.klikdokter.com/obat/obat-antinyeri/arsinal
Arteoptic LA,-,Arteoptic LA diindikasikan untuk pengobatan glaukoma kronik sudut terbuka dan hipertensi intraokular (tekanan di dalam bola mata yang tinggi,Konsultasikan dengan dokter,Mata & Telinga,,False,True,mata; telinga; iritasi mata; infeksi mata,Sumber: KlikDokter,58000,155,,https://www.klikdokter.com/obat/obat-mata/arteoptic-la
Artimatic,-,Artimatic digunakan untuk mengurangi rasa sakit akibat kekakuan sendi dan pembengkakan dari penyakit arthritis.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,29500,92,,https://www.klikdokter.com/obat/obat-antinyeri/artimatic
Artoflam,-,Artoflam Kapsul diindikasikan untuk meredakan gejala-gejala pada terapi jangka panjang osteoartritis.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,30500,174,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/artoflam
Artro Plus,-,Artro Plus adalah obat yang berfungsi untuk mengatasi nyeri akibat radang tulang dan sendi (osteoarthritis).,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,42000,141,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/artro-plus
Artrodar,-,Artrodar meredakan gejala-gejala pada terapi jangka panjang osteoartritis.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,8000,154,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/artrodar
Asam Mefenamat,-,"Gejala nyeri akibat sakit gigi, nyeri haid, sakit kepala, bisa diredakan dengan asam mefenamat. Apa itu obat asam mefenamat? Simak di sini.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,6000,130,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/BjOoCBSYRYtfgquPa6Mxw/original/OBT0005410.jpg,https://www.klikdokter.com/obat/obat-antinyeri/asam-mefenamat
Asam Traneksamat,-,Asam Traneksamat digunakan untuk menghentikan perdarahan yang tidak normal misalnya mimisan dan perdarahan sesudah operasi.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,17000,138,,https://www.klikdokter.com/obat/obat-antinyeri/asam-traneksamat
Asepso,-,Asepso adalah sabun antiseptik yang dapat mencegah infeksi bakteri. Bagaimana aturan pakai sabun Asepso? Cari tahu di artikel ini.,Konsultasikan dengan dokter,Obat Kulit & Luka,,False,True,luka; kulit; antiseptik; bekas luka; jerawat,Sumber: KlikDokter,26500,163,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/dSZPbF4vMaRXS5eMz00ME/original/055580600_1604319172-Awas-Sabun-Mandi-Ini-Bisa-Jadi-Pemicu-Kanker-shutterstock_769972390.jpg,https://www.klikdokter.com/obat/perawatan-kulit-dan-tubuh/asepso
Asepso Clean Soap,-,"Asepso Clean Soap digunakan untuk membantu membersihkan dan menyegarkan kulit, membantu mengurangi infeksi kulit dan biang keringat.",Konsultasikan dengan dokter,Obat Kulit & Luka,,False,True,luka; kulit; antiseptik; bekas luka; jerawat,Sumber: KlikDokter,60000,144,,https://www.klikdokter.com/obat/perawatan-kulit-dan-tubuh/asepso-clean-soap
Asimat,-,"Asimat adalah obat yang digunakan untuk mengurangi nyeri ringan hingga sedang akibat sakit kepala, sakit gigi, nyeri akibat trauma dan meredakan gejala premenstruasi, mengandung asam mefenamat.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,30000,118,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/Fdy7ZYTc4K-BTTx1IDPyN/original/1666921504-Pusing.jpg,https://www.klikdokter.com/obat/obat-antinyeri/asimat
Askamex,-,Askamex digunakan untuk pemberantasan cacing gelang dan cacing tambang pada anak-anak dan orang dewasa.,Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,41000,149,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/askamex
Aspirin,-,"Meski bisa dibeli bebas untuk mengobati nyeri, ada beberapa hal yang perlu diperhatikan dalam penggunaan Aspirin. Begini penjelasannya.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,41500,117,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/v3z52llAlvIFcaeHPmIKu/original/043913000_1638490446-Aspirin-.jpg,https://www.klikdokter.com/obat/obat-antinyeri/aspirin
Atmacid,-,Atmacid digunakan untuk mengobati gangguan pada saluran pencernaan.,Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,48500,131,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/atmacid
Atracurium Besylate,-,Atracurium Besylate merupakan obat yang digunakan untuk merelaksasi otot.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,11500,180,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/atracurium-besylate
Atrocox,-,Atrocox digunakan untuk mengurangi rasa nyeri atau sakit.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,14500,148,,https://www.klikdokter.com/obat/obat-antinyeri/atrocox
AV F AZA,-,AV F AZA digunakan untuk pasien yang mengalami acne vulgaris (jerawat) dan rosacea.,Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,50000,94,,https://www.klikdokter.com/obat/obat-kulit/av-f-aza
Avil,-,"Avil adalah obat untuk meredakan gejala alergi, seperti gatal-gatal, hidung berair, ruam kulit, dan lainnya.",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,19500,107,,https://www.klikdokter.com/obat/obat-alergi/avil
Avocel,-,"Avocel adalah obat dengan kandungan levocetirizine yang digunakan untuk membantu meredakan gejala alergi, seperti kulit gatal, bersin, dan gejala lainnya. Avocel dapat digunakan untuk anak dan dewasa.",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,43500,156,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/Es8f9K3dNovjrNUVECwEA/original/022861900_1579599592-Hal-Hal-Tak-Terduga-Ini-Bisa-Bikin-Anda-Bersin-shutterstock_1396389299.jpg,https://www.klikdokter.com/obat/obat-alergi/avocel
Aza,-,Aza adalah obat krim yang diindikasikan untuk mengatasi jerawat ringan hingga sedang dan rosacea.,Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,50500,103,,https://www.klikdokter.com/obat/obat-kulit/aza
Azarga,-,Azarga adalah obat tetes mata yang digunakan untuk mengatasi hipertensi okular dan glaukoma sudut terbuka.,Konsultasikan dengan dokter,Mata & Telinga,,False,True,mata; telinga; iritasi mata; infeksi mata,Sumber: KlikDokter,39000,105,,https://www.klikdokter.com/obat/obat-mata/azarga
Azopt,-,Azopt memiliki kegunaan untuk membantu mengobati Glaukoma (peningkatan cairan pada mata) sudut terbuka dan Hipertensi okular.,Konsultasikan dengan dokter,Mata & Telinga,,False,True,mata; telinga; iritasi mata; infeksi mata,Sumber: KlikDokter,55500,147,,https://www.klikdokter.com/obat/obat-mata/azopt
Azovir,-,Azovir mengandung acyclovir untuk mengobati infeksi yang disebabkan oleh virus Herpes simpleks dan Herpes zoster (cacar api dan cacar air).,Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,14000,96,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/qU4GME2dGVfuMfWHoLQ3P/original/063148500_1569415468-Beda-Antara-Herpes-Zoster-dan-Herpes-Simpleks-By-SneSivan-Shutterstock.jpg,https://www.klikdokter.com/obat/obat-kulit/azovir
