id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
2662,Dulcolax Box 100s,Pencernaan & Diare,176000.0,82,Bisacodyl,Mengatasi sembelit kronis; Gejala terkait: susah bab; sembelit; pencahar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Bisacodyl,Mengatasi sembelit kronis; susah bab; sembelit; pencahar; Gunakan sesuai petunjuk pada kemasan.,Kram perut,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/f59e0b?text=Dulcolax+Box+100s,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2663,Redoxon Botol 30ml,Vitamin & Suplemen,41500.0,200,"Vitamin C 1000mg, Zinc, Vitamin D",Daya tahan tubuh ekstra; Gejala terkait: vitamin c tinggi; cegah flu,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Vitamin C 1000mg, Zinc, Vitamin D",Daya tahan tubuh ekstra; vitamin c tinggi; cegah flu; Gunakan sesuai petunjuk pada kemasan.,Nyeri lambung,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Redoxon+Botol+30ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2664,Salonpas Gel 15g,Obat Oles Nyeri,18000.0,279,"Methyl Salicylate, Menthol",Koyo pereda nyeri otot; Gejala terkait: koyo tempel; salah bantal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Menthol",Koyo pereda nyeri otot; koyo tempel; salah bantal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kemerahan bentuk koyo,2026-12-31,Topikal,https://placehold.co/400x300/f8fafc/f97316?text=Salonpas+Gel+15g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2665,Transpulmin Botol 30ml,Perawatan Hidung & Pernapasan,52000.0,51,"Eucalyptus Oil, Chamomile (Baby) / + Menthol (Kids)","Menghangatkan dada, melegakan napas anak/bayi; Gejala terkait: balsem dada bayi; napas lega bayi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Eucalyptus Oil, Chamomile (Baby) / + Menthol (Kids)","Menghangatkan dada, melegakan napas anak/bayi; balsem dada bayi; napas lega bayi; Gunakan sesuai petunjuk pada kemasan.",Kemerahan lokal (jarang),2028-03-15,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Transpulmin+Botol+30ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2666,Tolak Angin Botol 60ml,Herbal & Tradisional,20000.0,139,"Adas, Kayu Ules, Cengkeh, Jahe, Daun Mint, Madu","Masuk angin, perut kembung, mual; Gejala terkait: masuk angin; mual perjalanan; kembung",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Adas, Kayu Ules, Cengkeh, Jahe, Daun Mint, Madu","Masuk angin, perut kembung, mual; masuk angin; mual perjalanan; kembung; Gunakan sesuai petunjuk pada kemasan.",Alergi (jarang),2028-03-15,Produk,https://placehold.co/400x300/f8fafc/84cc16?text=Tolak+Angin+Botol+60ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2667,Paramex Nyeri Otot,Nyeri & Demam,10000.0,427,"Paracetamol 250mg, Propyphenazone 150mg, Caffeine",Sakit kepala berat; Gejala terkait: sakit kepala berat; pusing,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 250mg, Propyphenazone 150mg, Caffeine",Sakit kepala berat; sakit kepala berat; pusing; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Berdebar,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Paramex+Nyeri+Otot,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2668,Canesten Cream 10g,Antijamur & Kulit,48000.0,363,Clotrimazole 1%,"Panu, kadas, kurap; Gejala terkait: jamur kulit paten; kadas",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Clotrimazole 1%,"Panu, kadas, kurap; jamur kulit paten; kadas; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Kulit kemerahan,2026-12-31,Topikal,https://placehold.co/400x300/f8fafc/14b8a6?text=Canesten+Cream+10g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2669,Omeprazole Strip 10s,Lambung & Maag,15000.0,219,Omeprazole 20mg,Menurunkan produksi asam lambung; Gejala terkait: gerd; asam lambung kronis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Omeprazole 20mg,Menurunkan produksi asam lambung; gerd; asam lambung kronis; Gunakan sesuai petunjuk pada kemasan.,"Sakit kepala, mual",2028-03-15,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Omeprazole+Strip+10s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2670,Decolgen Sirup,Flu & Pilek,15000.0,443,"Paracetamol, Phenylpropanolamine, CTM","Gejala flu, hidung tersumbat; Gejala terkait: pilek; hidung tersumbat",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol, Phenylpropanolamine, CTM","Gejala flu, hidung tersumbat; pilek; hidung tersumbat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Mengantuk, berdebar",2028-03-15,Sirup,https://placehold.co/400x300/f8fafc/06b6d4?text=Decolgen+Sirup,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2671,Bisolvon Tablet,Obat Batuk,70000.0,49,Bromhexine HCl,Mengencerkan dahak; Gejala terkait: dahak kental; batuk parah,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Bromhexine HCl,Mengencerkan dahak; dahak kental; batuk parah; Gunakan sesuai petunjuk pada kemasan.,Gangguan pencernaan ringan,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/3b82f6?text=Bisolvon+Box+30s,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2672,Promag Double Action,Lambung & Maag,15000.0,392,"Hydrotalcite, Magnesium Hydroxide, Simethicone","Maag, perut kembung, nyeri ulu hati; Gejala terkait: maag; asam lambung; begah; kembung",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Hydrotalcite, Magnesium Hydroxide, Simethicone","Maag, perut kembung, nyeri ulu hati; maag; asam lambung; begah; kembung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Diare/Sembelit ringan,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Promag+Double+Action,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2673,Ternolol Strip 10s,Flu & Pilek,15000.0,386,"Paracetamol, Pseudoephedrine",Flu anak; Gejala terkait: flu anak; demam pilek,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Paracetamol, Pseudoephedrine",Flu anak; flu anak; demam pilek; Gunakan sesuai petunjuk pada kemasan.,Jarang,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Ternolol+Strip+10s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2674,Oskadon SP,Nyeri & Demam,8500.0,157,"Paracetamol 500mg, Caffeine 35mg","Sakit kepala, pusing; Gejala terkait: sakit kepala; pegal",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 500mg, Caffeine 35mg","Sakit kepala, pusing; sakit kepala; pegal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Sulit tidur, berdebar",2028-03-15,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Oskadon+SP,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2675,Inza Strip 10s,Flu & Pilek,4000.0,443,"Paracetamol, Pseudoephedrine, CTM",Flu ringan; Gejala terkait: flu ringan; bersin,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Paracetamol, Pseudoephedrine, CTM",Flu ringan; flu ringan; bersin; Gunakan sesuai petunjuk pada kemasan.,Mengantuk,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Inza+Strip+10s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2676,Sangobion Baby Drops,Vitamin & Suplemen,40000.0,114,"Ferrous Gluconate (Zat Besi), Vitamin",Anemia kurang zat besi; Gejala terkait: kurang darah; pusing anemia; pucat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Ferrous Gluconate (Zat Besi), Vitamin",Anemia kurang zat besi; kurang darah; pusing anemia; pucat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Feses hitam, sembelit",2028-03-15,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Sangobion+Baby+Drops,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2677,Biogesic Sachet 5ml,Nyeri & Demam,2000.0,483,Paracetamol 500mg,Demam dan nyeri ringan; Gejala terkait: demam; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Paracetamol 500mg,Demam dan nyeri ringan; demam; nyeri; Gunakan sesuai petunjuk pada kemasan.,Jarang terjadi alergi,2028-12-31,Sachet,https://placehold.co/400x300/f8fafc/ef4444?text=Biogesic+Sachet+5ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2678,Procold Botol 30ml,Flu & Pilek,5000.0,352,"Paracetamol, Pseudoephedrine","Flu, demam, sakit kepala; Gejala terkait: flu meriang; pusing flu",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Paracetamol, Pseudoephedrine","Flu, demam, sakit kepala; flu meriang; pusing flu; Gunakan sesuai petunjuk pada kemasan.",Berdebar,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Procold+Botol+30ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2679,Dumin Box 50s,Nyeri & Demam,67500.0,85,Paracetamol,Demam tinggi; Gejala terkait: demam tinggi; panas anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Paracetamol,Demam tinggi; demam tinggi; panas anak; Gunakan sesuai petunjuk pada kemasan.,Jarang,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Dumin+Box+50s,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2680,Fungiderm Cream 5g,Antijamur & Kulit,18000.0,442,Clotrimazole 1%,Infeksi jamur; Gejala terkait: jamur selangkangan; panu,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Clotrimazole 1%,Infeksi jamur; jamur selangkangan; panu; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi,2028-12-31,Topikal,https://placehold.co/400x300/f8fafc/14b8a6?text=Fungiderm+Cream+5g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2681,GPU Minyak Gosok Sachet 5ml,Obat Oles Nyeri,2500.0,305,"Nutmeg Oil, Eucalyptus Oil, Citronella","Urut, keseleo, pegal; Gejala terkait: minyak urut; keseleo",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Nutmeg Oil, Eucalyptus Oil, Citronella","Urut, keseleo, pegal; minyak urut; keseleo; Gunakan sesuai petunjuk pada kemasan.",Iritasi lokal,2028-03-15,Sachet,https://placehold.co/400x300/f8fafc/f97316?text=GPU+Minyak+Gosok+Sachet+5ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2682,Mylanta Tablet,Lambung & Maag,12000.0,157,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Asam lambung tinggi; Gejala terkait: asam lambung naik; perih perut,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Asam lambung tinggi; asam lambung naik; perih perut; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/10b981?text=Mylanta+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2683,Loratadine Botol 200ml,Alergi & Gatal,22500.0,162,Loratadine 10mg,Alergi tanpa mengantuk parah; Gejala terkait: alergi kerja; biduran pagi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Loratadine 10mg,Alergi tanpa mengantuk parah; alergi kerja; biduran pagi; Gunakan sesuai petunjuk pada kemasan.,Mulut kering,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/8b5cf6?text=Loratadine+Botol+200ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2684,Inza Tablet,Flu & Pilek,4000.0,101,"Paracetamol, Pseudoephedrine, CTM",Flu ringan; Gejala terkait: flu ringan; bersin,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol, Pseudoephedrine, CTM",Flu ringan; flu ringan; bersin; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/06b6d4?text=Inza+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2685,Proris Botol 30ml,Nyeri & Demam,9500.0,462,Ibuprofen 200mg,"Nyeri sendi, sakit gigi, demam; Gejala terkait: nyeri radang; demam anak; sakit gigi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Ibuprofen 200mg,"Nyeri sendi, sakit gigi, demam; nyeri radang; demam anak; sakit gigi; Gunakan sesuai petunjuk pada kemasan.",Nyeri lambung,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Proris+Botol+30ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2686,Hemabion Kapsul Strip,Vitamin & Suplemen,16000.0,493,"Zat Besi, Asam Folat, Vitamin B12",Mencegah anemia pada kehamilan; Gejala terkait: darah tambah hamil,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Zat Besi, Asam Folat, Vitamin B12",Mencegah anemia pada kehamilan; darah tambah hamil; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Mual, konstipasi",2028-12-31,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Hemabion+Kapsul+Strip,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2687,Sanaflu Tube 50g,Flu & Pilek,11000.0,288,"Paracetamol, Phenylephrine, CTM",Flu dan sakit kepala; Gejala terkait: flu sakit kepala,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Paracetamol, Phenylephrine, CTM",Flu dan sakit kepala; flu sakit kepala; Gunakan sesuai petunjuk pada kemasan.,Mengantuk,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Sanaflu+Tube+50g,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2688,Ultraflu Box 50s,Flu & Pilek,18000.0,257,"Paracetamol, Phenylpropanolamine, CTM",Gejala flu dan pilek; Gejala terkait: flu; bersin,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Paracetamol, Phenylpropanolamine, CTM",Gejala flu dan pilek; flu; bersin; Gunakan sesuai petunjuk pada kemasan.,Mengantuk,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Ultraflu+Box+50s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2689,OBH Combi Batuk Flu Dewasa,Obat Batuk,25000.0,317,"Succus liquiritiae, Paracetamol, Ephedrine",Batuk berdahak dan flu; Gejala terkait: batuk berdahak; flu batuk,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Succus liquiritiae, Paracetamol, Ephedrine",Batuk berdahak dan flu; batuk berdahak; flu batuk; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/3b82f6?text=OBH+Combi+Batuk+Flu+Dewasa,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2690,Promag Herbal,Lambung & Maag,18000.0,396,"Hydrotalcite, Magnesium Hydroxide, Simethicone","Maag, perut kembung, nyeri ulu hati; Gejala terkait: maag; asam lambung; begah; kembung",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Hydrotalcite, Magnesium Hydroxide, Simethicone","Maag, perut kembung, nyeri ulu hati; maag; asam lambung; begah; kembung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Diare/Sembelit ringan,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Promag+Herbal,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2691,Dermatix Ultra Gel 15g,Obat Kulit & Luka,120000.0,43,"Cyclopentasiloxane, Vitamin C Ester",Menyamarkan bekas luka menonjol (keloid); Gejala terkait: bekas luka; keloid; salep bekas jerawat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Cyclopentasiloxane, Vitamin C Ester",Menyamarkan bekas luka menonjol (keloid); bekas luka; keloid; salep bekas jerawat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Dermatix+Ultra+Gel+5g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2692,Ternolol Box 100s,Flu & Pilek,120000.0,75,"Paracetamol, Pseudoephedrine",Flu anak; Gejala terkait: flu anak; demam pilek,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Paracetamol, Pseudoephedrine",Flu anak; flu anak; demam pilek; Gunakan sesuai petunjuk pada kemasan.,Jarang,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Ternolol+Box+100s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2693,Rivanol Cair 300ml,Obat Kulit & Luka,12000.0,484,Ethacridine Lactate,Membersihkan luka basah; Gejala terkait: cuci luka; luka basah,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ethacridine Lactate,Membersihkan luka basah; cuci luka; luka basah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kulit kuning sementara,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/ec4899?text=Rivanol+Cair+300ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2694,Komix Herbal Sachet,Obat Batuk,2500.0,253,"Dextromethorphan, Guaifenesin",Batuk ringan; Gejala terkait: batuk ringan; batuk gatal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dextromethorphan, Guaifenesin",Batuk ringan; batuk ringan; batuk gatal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2027-06-30,Sachet,https://placehold.co/400x300/f8fafc/3b82f6?text=Komix+Herbal+Sachet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2695,Geliga Balsem Otot 20g,Obat Oles Nyeri,14000.0,273,"Methyl Salicylate, Peppermint Oil","Nyeri punggung, pegal; Gejala terkait: balsem panas; sakit pinggang",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Peppermint Oil","Nyeri punggung, pegal; balsem panas; sakit pinggang; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Panas lokal,2028-03-15,Topikal,https://placehold.co/400x300/f8fafc/f97316?text=Geliga+Balsem+Otot+20g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2696,Bisolvon Sirup 60ml,Obat Batuk,38000.0,389,Bromhexine HCl,Mengencerkan dahak; Gejala terkait: dahak kental; batuk parah,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bromhexine HCl,Mengencerkan dahak; dahak kental; batuk parah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Gangguan pencernaan ringan,2028-03-15,Sirup,https://placehold.co/400x300/f8fafc/3b82f6?text=Bisolvon+Sirup+60ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2697,Polysilane Suspensi 100ml,Lambung & Maag,28000.0,411,"Simethicone, Al(OH)3, Mg(OH)2",Mengatasi kembung dan maag; Gejala terkait: perut kembung parah; penuh ulu hati,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Simethicone, Al(OH)3, Mg(OH)2",Mengatasi kembung dan maag; perut kembung parah; penuh ulu hati; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit ringan,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Polysilane+Suspensi+100ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2698,Bejo Anak Jahe Merah Box 5s,Herbal & Tradisional,15000.0,274,"Jahe Merah, Adas, Madu","Masuk angin, melegakan tenggorokan; Gejala terkait: meriang; jahe merah",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Jahe Merah, Adas, Madu","Masuk angin, melegakan tenggorokan; meriang; jahe merah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Perut terasa agak panas,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/84cc16?text=Bejo+Jahe+Merah+Box+5s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2699,Voltaren Botol 30ml,Obat Oles Nyeri,44000.0,147,Diclofenac Diethylamine,"Nyeri sendi, osteoartritis, memar; Gejala terkait: nyeri sendi lutut; bengkak keseleo",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Diclofenac Diethylamine,"Nyeri sendi, osteoartritis, memar; nyeri sendi lutut; bengkak keseleo; Gunakan sesuai petunjuk pada kemasan.",Kulit kemerahan,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/f97316?text=Voltaren+Botol+30ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2700,Polycrol Forte Gel 100ml,Lambung & Maag,42000.0,442,"Activated Methylpolysiloxane, Antasida",Maag dengan kembung berat; Gejala terkait: kembung keras; lambung penuh,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Activated Methylpolysiloxane, Antasida",Maag dengan kembung berat; kembung keras; lambung penuh; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Konstipasi,2028-12-31,Topikal,https://placehold.co/400x300/f8fafc/10b981?text=Polycrol+Forte+Gel+100ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2701,Visine Tears 6ml,Mata & Telinga,22000.0,467,Tetrahydrozoline HCl,Mata merah; Gejala terkait: mata iritasi asap,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Tetrahydrozoline HCl,Mata merah; mata iritasi asap; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mata kering bila dipakai lama,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/0ea5e9?text=Visine+Tears+6ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2702,You C1000 Vitamin Orange Botol,Vitamin & Suplemen,8000.0,194,Vitamin C 1000mg,Minuman vitamin C segar; Gejala terkait: minuman vitamin c; segar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitamin C 1000mg,Minuman vitamin C segar; minuman vitamin c; segar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/eab308?text=You+C1000+Vitamin+Orange+Botol,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2703,Sangobion Tube 10g,Vitamin & Suplemen,12500.0,435,"Ferrous Gluconate (Zat Besi), Vitamin",Anemia kurang zat besi; Gejala terkait: kurang darah; pusing anemia; pucat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Ferrous Gluconate (Zat Besi), Vitamin",Anemia kurang zat besi; kurang darah; pusing anemia; pucat; Gunakan sesuai petunjuk pada kemasan.,"Feses hitam, sembelit",2027-06-30,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Sangobion+Tube+10g,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2704,Dumin Rectal Tube 250mg,Nyeri & Demam,40000.0,114,Paracetamol,Demam tinggi; Gejala terkait: demam tinggi; panas anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol,Demam tinggi; demam tinggi; panas anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Dumin+Rectal+Tube+250mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2705,Entrostop Tube 15g,Pencernaan & Diare,9000.0,431,"Attapulgite, Pectin",Diare non-spesifik; Gejala terkait: diare; mencret,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Attapulgite, Pectin",Diare non-spesifik; diare; mencret; Gunakan sesuai petunjuk pada kemasan.,"Sembelit, mual",2027-06-30,Produk,https://placehold.co/400x300/f8fafc/f59e0b?text=Entrostop+Tube+15g,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2706,Contrexyn Sirup,Nyeri & Demam,15000.0,418,Aspirin,Demam anak; Gejala terkait: demam anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Aspirin,Demam anak; demam anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi lambung,2028-03-15,Sirup,https://placehold.co/400x300/f8fafc/ef4444?text=Contrexyn+Sirup,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2707,Dermatix Ultra Box 30s,Obat Kulit & Luka,336000.0,59,"Cyclopentasiloxane, Vitamin C Ester",Menyamarkan bekas luka menonjol (keloid); Gejala terkait: bekas luka; keloid; salep bekas jerawat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Cyclopentasiloxane, Vitamin C Ester",Menyamarkan bekas luka menonjol (keloid); bekas luka; keloid; salep bekas jerawat; Gunakan sesuai petunjuk pada kemasan.,Jarang,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/ec4899?text=Dermatix+Ultra+Box+30s,False,"[""otc"",""indonesia"",""chatbot-ready""]"
